,發生時間,事故類別名稱,發生地點,事故類型及型態子類別名稱,肇因研判子類別名稱-主要,死亡受傷人數,經度,緯度,車種,機車,,小客車,人,慢車,小貨車,軍車,大貨車,曳引車,大客車,半聯結車,特種車,全聯結車,其他車,日期,時間,死亡,受傷,縣市
325132,2022-11-20 10:42:00,A2,澎湖縣馬公市縣府新村30號北側岔路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.571992,23.574119,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-11-20,10:42:00,0,1,澎湖縣
325524,2022-11-20 17:23:00,A2,澎湖縣馬公市光復路142號北側,追撞,未保持行車安全距離,死亡0;受傷1,119.572747,23.573744,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-11-20,17:23:00,0,1,澎湖縣
326489,2022-11-21 15:26:00,A2,澎湖縣馬公市縣201線 2公里920.0公尺處東側向外側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷2,119.59922,23.529238,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-11-21,15:26:00,0,2,澎湖縣
328462,2022-11-23 10:24:00,A2,澎湖縣馬公市馬公市中華路325巷1號前岔路口,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.578608,23.571725,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-23,10:24:00,0,1,澎湖縣
328870,2022-11-23 16:56:00,A2,澎湖縣馬公市重光里41-46號前道路,撞路樹、電桿,未注意車前狀態,死亡0;受傷1,119.571003,23.582056,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-23,16:56:00,0,1,澎湖縣
330410,2022-11-24 20:09:00,A2,澎湖縣馬公市縣204線道口 / 澎湖縣馬公市澎25號道口,同向擦撞,未保持行車安全間隔,死亡0;受傷1,119.619911,23.548674,1: 機車 (普通重型); 2: 小客車 (計程車),普通重型,,計程車,,,,,,,,,,,,2022-11-24,20:09:00,0,1,澎湖縣
330520,2022-11-24 23:00:00,A2,澎湖縣湖西鄉成功村港底1之60號前道路,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.615579,23.575103,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-24,23:00:00,0,1,澎湖縣
330868,2022-11-25 09:57:00,A2,澎湖縣馬公市重慶里民生路口 / 澎湖縣馬公市重慶里文化路口,側撞,未依規定讓車,死亡0;受傷2,119.567331,23.56746,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用); 3: 人 (乘客),普通重型,,,乘客,,自用,,,,,,,,,2022-11-25,09:57:00,0,2,澎湖縣
330950,2022-11-25 11:16:00,A2,澎湖縣馬公市光復路口 / 澎湖縣馬公市北辰街口,側撞,未依規定讓車,死亡0;受傷1,119.570161,23.571187,1: 機車 (普通重型); 2: 小客車 (租賃車),普通重型,,租賃車,,,,,,,,,,,,2022-11-25,11:16:00,0,1,澎湖縣
331185,2022-11-25 15:22:00,A2,澎湖縣馬公市民生路口 / 澎湖縣馬公市重慶街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.567308,23.567461,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-11-25,15:22:00,0,1,澎湖縣
331297,2022-11-25 16:50:00,A2,澎湖縣望安鄉水垵村60號前,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.500545,23.385254,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-25,16:50:00,0,1,澎湖縣
332345,2022-11-26 13:27:00,A2,澎湖縣七美鄉西湖村山腳仔9-6號前,側撞,起步未注意其他車(人)安全,死亡0;受傷1,119.435344,23.208776,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-11-26,13:27:00,0,1,澎湖縣
332466,2022-11-26 15:29:00,A2,澎湖縣馬公市光榮里三多路口 / 澎湖縣馬公市光榮里光榮街口,側撞,未依規定讓車,死亡0;受傷1,119.574087,23.576465,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-11-26,15:29:00,0,1,澎湖縣
332485,2022-11-26 15:45:00,A2,澎湖縣馬公市東文里新店路口 / 澎湖縣馬公市東文里澎28號道路口,側撞,違規超車,死亡0;受傷1,119.585542,23.563753,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-11-26,15:45:00,0,1,澎湖縣
332646,2022-11-26 18:23:00,A2,澎湖縣馬公市東文里新生路口 / 澎湖縣馬公市東文里新店路口,側撞,未依規定讓車,死亡0;受傷1,119.585498,23.563748,1: 慢車 (微型電動二輪車); 2: 小客車 (計程車),,,計程車,,微型電動二輪車,,,,,,,,,,2022-11-26,18:23:00,0,1,澎湖縣
332662,2022-11-26 18:42:00,A2,澎湖縣馬公市光榮里光復路273號前0.0公尺南側,其他,起步未注意其他車(人)安全,死亡0;受傷2,119.574364,23.574937,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-11-26,18:42:00,0,2,澎湖縣
333300,2022-11-27 16:15:00,A2,澎湖縣白沙鄉赤崁村縣道203線路口 / 澎湖縣白沙鄉赤崁村澎9之1號道,路口交岔撞,未依規定讓車,死亡0;受傷2,119.600045,23.664189,1: 慢車 (腳踏自行車); 2: 機車 (普通重型),普通重型,,,,腳踏自行車,,,,,,,,,,2022-11-27,16:15:00,0,2,澎湖縣
333366,2022-11-27 17:22:00,A2,澎湖縣馬公市中興里文化路16之2號前0.0公尺南側,其他,起步未注意其他車(人)安全,死亡0;受傷2,119.567512,23.568254,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-11-27,17:22:00,0,2,澎湖縣
333396,2022-11-27 17:57:00,A2,澎湖縣馬公市陽明里新營路口 / 澎湖縣馬公市陽明里北辰街口,側撞,未依規定讓車,死亡0;受傷1,119.573478,23.567278,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-11-27,17:57:00,0,1,澎湖縣
333955,2022-11-28 10:09:00,A2,澎湖縣白沙鄉縣道203線20.6公里處岔路口(通梁段),穿越道路中,未注意車前狀態,死亡0;受傷3,119.555737,23.658911,1: 機車 (普通重型); 2: 人 (行人); 3: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-11-28,10:09:00,0,3,澎湖縣
334009,2022-11-28 11:10:00,A2,澎湖縣馬公市西文里文學路口 / 澎湖縣馬公市西文里文前街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.582529,23.563655,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-11-28,11:10:00,0,1,澎湖縣
334918,2022-11-29 08:19:00,A2,澎湖縣馬公市興仁里縣201線道路口 / 澎湖縣馬公市興仁里縣204線道路口,路上翻車、摔倒,酒醉(後)駕駛失控,死亡0;受傷1,119.610943,23.552436,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-29,08:19:00,0,1,澎湖縣
335542,2022-11-29 18:14:00,A2,澎湖縣湖西鄉縣202線 9公里200.0公尺處北側向外側,其他,未注意車前狀態,死亡0;受傷1,119.674714,23.580011,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-11-29,18:14:00,0,1,澎湖縣
336148,2022-11-30 11:47:00,A2,澎湖縣馬公市治平路與民族路岔路口附近,追撞,未注意車前狀態,死亡0;受傷1,119.565237,23.56969,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-11-30,11:47:00,0,1,澎湖縣
337366,2022-12-01 12:50:00,A2,澎湖縣馬公市陽明里中華路口 / 澎湖縣馬公市陽明里大仁街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.572472,23.570968,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-12-01,12:50:00,0,1,澎湖縣
337397,2022-12-01 13:19:00,A2,澎湖縣馬公市西文里13之2號前岔路口,側撞,違規超車,死亡0;受傷3,119.584725,23.564736,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 小貨車(含客、貨兩用) (自用); 4: 人 (乘客),普通重型,,,乘客,,自用,,,,,,,,,2022-12-01,13:19:00,0,3,澎湖縣
338145,2022-12-02 06:27:00,A2,澎湖縣馬公市朝陽路文昌街岔路口附近,其他,其他引起事故之違規或不當行為,死亡0;受傷1,119.578754,23.572749,1: 其他車 (動力機械); 2: 機車 (普通重型); 3: 大貨車 (營業用),普通重型,,,,,,,營業用,,,,,,動力機械,2022-12-02,06:27:00,0,1,澎湖縣
338534,2022-12-02 10:43:00,A2,澎湖縣馬公市東文里新店路口 / 澎湖縣馬公市東文里文安路口,對撞,逆向行駛,死亡0;受傷2,119.581038,23.563194,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-02,10:43:00,0,2,澎湖縣
339160,2022-12-02 18:18:00,A2,澎湖縣馬公市長安里中正路口 / 澎湖縣馬公市長安里民生路口,其他,未注意車前狀態,死亡0;受傷1,119.565553,23.567575,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-02,18:18:00,0,1,澎湖縣
339486,2022-12-03 00:21:00,A2,澎湖縣白沙鄉縣道203線14.2公里處(港子段),撞路樹、電桿,未注意車前狀態,死亡0;受傷4,119.599743,23.650117,1: 小客車 (自用); 2:  (); 3: 人 (乘客); 4: 人 (乘客); 5: 人 (乘客),,,自用,乘客,,,,,,,,,,,2022-12-03,00:21:00,0,4,澎湖縣
340377,2022-12-03 18:23:00,A2,澎湖縣馬公市中興里信義路4號前0.0公尺北側,撞動物,未注意車前狀態,死亡0;受傷1,119.567957,23.569992,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-12-03,18:23:00,0,1,澎湖縣
340853,2022-12-04 11:40:00,A2,澎湖縣湖西鄉澎15號道0.98公里處,衝出路外,未注意車前狀態,死亡0;受傷1,119.666875,23.57909,1: 小客車 (自用); 2:  (); 3:  (); 4:  (),,,自用,,,,,,,,,,,,2022-12-04,11:40:00,0,1,澎湖縣
340892,2022-12-04 12:15:00,A2,澎湖縣馬公市西文里新店路口 / 澎湖縣馬公市西文里新生路口,側撞,未依規定讓車,死亡0;受傷2,119.586647,23.564449,1: 小貨車(含客、貨兩用) (自用); 2: 小客車 (自用); 3: 人 (乘客),,,自用,乘客,,自用,,,,,,,,,2022-12-04,12:15:00,0,2,澎湖縣
342647,2022-12-06 02:39:00,A2,澎湖縣馬公市光復路口 / 澎湖縣馬公市樹德路口,側撞,未依規定讓車,死亡0;受傷1,119.568299,23.568785,1: 機車 (普通重型); 2: 小客車 (計程車),普通重型,,計程車,,,,,,,,,,,,2022-12-06,02:39:00,0,1,澎湖縣
343138,2022-12-06 11:52:00,A2,澎湖縣馬公市西文里縣204線道路口 / 澎湖縣馬公市西文里文學路口,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.583059,23.569017,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-12-06,11:52:00,0,1,澎湖縣
344696,2022-12-07 17:35:00,A2,澎湖縣馬公市中華路389號旁道路,追撞,未保持行車安全距離,死亡0;受傷1,119.581904,23.570184,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-12-07,17:35:00,0,1,澎湖縣
344905,2022-12-07 19:08:02,A2,澎湖縣馬公市案山里文山路口 / 澎湖縣馬公市案山里民裕街口,穿越道路中,未注意車前狀態,死亡0;受傷2,119.582599,23.559193,1: 機車 (普通重型); 2: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-12-07,19:08:02,0,2,澎湖縣
346304,2022-12-08 20:24:00,A2,澎湖縣馬公市縣204線 1公里100.0公尺處口,側撞,未依規定讓車,死亡0;受傷3,119.590227,23.563388,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客); 4: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-12-08,20:24:00,0,3,澎湖縣
346760,2022-12-09 08:34:00,A2,澎湖縣馬公市澎25號道與鎖港一路岔路口,其他,酒醉(後)駕駛失控,死亡0;受傷1,119.604626,23.529308,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-12-09,08:34:00,0,1,澎湖縣
347503,2022-12-09 17:58:00,A2,澎湖縣馬公市縣201線 2公里650.0公尺處附近,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.60078,23.530949,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-12-09,17:58:00,0,1,澎湖縣
347519,2022-12-09 18:04:00,A2,澎湖縣馬公市文山路45號前,其他,未注意車前狀態,死亡0;受傷2,119.584864,23.562191,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-12-09,18:04:00,0,2,澎湖縣
349174,2022-12-11 11:50:00,A2,澎湖縣馬公市同和路158號北側道路,其他,未注意車前狀態,死亡0;受傷1,119.572701,23.567962,1: 機車 (普通重型); 2: 小客車 (租賃車),普通重型,,租賃車,,,,,,,,,,,,2022-12-11,11:50:00,0,1,澎湖縣
349534,2022-12-11 17:54:00,A2,澎湖縣馬公市西文里39之23號 旁道路,其他,未注意車前狀態,死亡0;受傷1,119.582595,23.566976,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-12-11,17:54:00,0,1,澎湖縣
349931,2022-12-12 07:54:00,A2,澎湖縣馬公市朝陽里六合路31號前120.0公尺南側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.582022,23.57289,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-12-12,07:54:00,0,1,澎湖縣
350371,2022-12-12 13:50:00,A2,澎湖縣馬公市澎25號道1.58公里處岔路口,側撞,未注意車前狀態,死亡0;受傷1,119.611503,23.536436,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-12-12,13:50:00,0,1,澎湖縣
351372,2022-12-13 10:19:46,A2,澎湖縣白沙鄉澎8-1號線 600.0公尺處,衝出路外,未注意車前狀態,死亡0;受傷1,119.577088,23.662744,1: 小貨車(含客、貨兩用) (自用); 2:  (),,,,,,自用,,,,,,,,,2022-12-13,10:19:46,0,1,澎湖縣
351710,2022-12-13 16:34:00,A2,澎湖縣湖西鄉縣202線 1公里400.0公尺處東側向內側,同向擦撞,變換車道或方向不當,死亡0;受傷1,119.611329,23.570483,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-12-13,16:34:00,0,1,澎湖縣
352584,2022-12-14 10:43:00,A2,澎湖縣馬公市光華里縣204線道路口 / 澎湖縣馬公市光華里縣205線道路口,同向擦撞,左轉彎未依規定,死亡0;受傷2,119.608167,23.554116,1: 機車 (普通重型); 2: 小客車 (計程車); 3: 人 (乘客),普通重型,,計程車,乘客,,,,,,,,,,,2022-12-14,10:43:00,0,2,澎湖縣
353476,2022-12-15 02:45:02,A2,澎湖縣馬公市重慶里海埔路30號前0.0公尺東側,側撞,違規超車,死亡0;受傷1,119.569141,23.566203,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-12-15,02:45:02,0,1,澎湖縣
353924,2022-12-15 10:49:29,A2,澎湖縣西嶼鄉池東村縣203線道路口 / 澎湖縣西嶼鄉池東村澎5號道口,其他,超速失控,死亡0;受傷1,119.509246,23.598716,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型); 3:  (),普通重型,,,,,自用,,,,,,,,,2022-12-15,10:49:29,0,1,澎湖縣
354157,2022-12-15 14:51:23,A2,澎湖縣馬公市陽明里光復路口 / 澎湖縣馬公市陽明里大智街口,其他,未注意車前狀態,死亡0;受傷1,119.57081,23.571883,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-15,14:51:23,0,1,澎湖縣
355138,2022-12-16 10:24:00,A2,澎湖縣馬公市光復里中華路口 / 澎湖縣馬公市光復里水源路口,側撞,未注意車前狀態,死亡0;受傷1,119.570824,23.569918,1: 機車 (普通重型); 2: 小客車 (自用); 3: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-12-16,10:24:00,0,1,澎湖縣
355306,2022-12-16 12:31:00,A2,澎湖縣白沙鄉縣道203線與澎8號道岔路口附近(鎮海段),追撞,未注意車前狀態,死亡0;受傷1,119.59771,23.643763,1: 小客車 (自用); 2: 小客車 (自用); 3: 人 (乘客),,,自用,乘客,,,,,,,,,,,2022-12-16,12:31:00,0,1,澎湖縣
355452,2022-12-16 15:22:00,A2,澎湖縣馬公市中華路口 / 澎湖縣馬公市同和路口,側撞,未注意車前狀態,死亡0;受傷1,119.5764,23.572371,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-16,15:22:00,0,1,澎湖縣
356742,2022-12-17 16:00:00,A2,澎湖縣馬公市新生路口 / 澎湖縣馬公市北辰街口,側撞,左轉彎未依規定,死亡0;受傷2,119.571913,23.569328,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-17,16:00:00,0,2,澎湖縣
356754,2022-12-17 16:19:00,A2,澎湖縣馬公市光復里光復路口 / 澎湖縣馬公市光復里樹德路口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.568296,23.568787,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-12-17,16:19:00,0,2,澎湖縣
356836,2022-12-17 17:32:00,A2,澎湖縣馬公市光復路口 / 澎湖縣馬公市治平路口,側撞,左轉彎未依規定,死亡0;受傷2,119.56849,23.569508,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-17,17:32:00,0,2,澎湖縣
356850,2022-12-17 17:40:00,A2,澎湖縣馬公市朝陽里中華路325巷1號前0.0公尺西側,追撞,未保持行車安全距離,死亡0;受傷1,119.578652,23.571727,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-17,17:40:00,0,1,澎湖縣
356853,2022-12-17 17:42:00,A2,澎湖縣馬公市朝陽里中華路325巷1號前0.0公尺西側,追撞,未保持行車安全距離,死亡0;受傷1,119.578695,23.571698,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-17,17:42:00,0,1,澎湖縣
358753,2022-12-19 15:57:00,A2,澎湖縣馬公市朝陽里中華路217號前0.0公尺南側,穿越道路中,未注意車前狀態,死亡0;受傷2,119.575322,23.571946,1: 機車 (普通重型); 2: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-12-19,15:57:00,0,2,澎湖縣
360692,2022-12-20 21:56:30,A2,澎湖縣白沙鄉縣203線 11公里900.0公尺處口,撞動物,動物竄出,死亡0;受傷1,119.59888,23.632364,1:  (); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-20,21:56:30,0,1,澎湖縣
361178,2022-12-21 10:34:00,A2,澎湖縣馬公市光復里興港北街口 / 澎湖縣馬公市光復里海埔路口,其他,未注意車前狀態,死亡0;受傷1,119.569979,23.567019,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-12-21,10:34:00,0,1,澎湖縣
361682,2022-12-21 17:45:00,A2,澎湖縣馬公市縣205線 5公里200.0公尺處口,路口交岔撞,未注意車前狀態,死亡0;受傷2,119.585538,23.554077,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-21,17:45:00,0,2,澎湖縣
361684,2022-12-21 17:45:00,A2,澎湖縣馬公市新營路553號北側岔路口,側撞,未依規定讓車,死亡0;受傷2,119.579934,23.563454,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-21,17:45:00,0,2,澎湖縣
361738,2022-12-21 18:11:00,A2,澎湖縣馬公市縣道201線、鎖港一路岔路口,側撞,未依規定讓車,死亡0;受傷2,119.600895,23.531103,1: 小貨車(含客、貨兩用) (自用); 2: 小客車 (自用),,,自用,,,自用,,,,,,,,,2022-12-21,18:11:00,0,2,澎湖縣
362348,2022-12-22 08:41:00,A2,澎湖縣馬公市光復路181號前道路,側撞,迴轉未依規定,死亡0;受傷2,119.572376,23.573444,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-22,08:41:00,0,2,澎湖縣
362418,2022-12-22 09:24:00,A2,澎湖縣馬公市西文里113-56號旁岔路口,側撞,未依規定讓車,死亡0;受傷1,119.581213,23.567674,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-12-22,09:24:00,0,1,澎湖縣
362757,2022-12-22 13:41:00,A2,澎湖縣馬公市光華里縣204線道路口 / 澎湖縣馬公市光華里縣205線道路口,同向擦撞,未保持行車安全距離,死亡0;受傷2,119.607554,23.554526,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-12-22,13:41:00,0,2,澎湖縣
362833,2022-12-22 15:02:00,A2,澎湖縣馬公市新店路口 / 澎湖縣馬公市文山路口,對撞,逆向行駛,死亡0;受傷2,119.585493,23.563749,1: 小客車 (自用); 2: 小貨車(含客、貨兩用) (自用),,,自用,,,自用,,,,,,,,,2022-12-22,15:02:00,0,2,澎湖縣
363927,2022-12-23 11:14:00,A2,澎湖縣馬公市民福路口 / 澎湖縣馬公市仁愛路口,追撞,未保持行車安全距離,死亡0;受傷1,119.568253,23.564921,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用),普通重型,,,,,自用,,,,,,,,,2022-12-23,11:14:00,0,1,澎湖縣
364261,2022-12-23 15:53:00,A2,澎湖縣馬公市西文里26之3號東側岔路口,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.583564,23.565404,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-12-23,15:53:00,0,1,澎湖縣
364337,2022-12-23 16:35:00,A2,澎湖縣馬公市陽明里新生路口 / 澎湖縣馬公市陽明里水源路口,側撞,未依規定讓車,死亡0;受傷2,119.57315,23.56974,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,自用,,,,,,,,,2022-12-23,16:35:00,0,2,澎湖縣
